MSSubClass,LotFrontage,LotArea,Utilities,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,CentralAir,FirstFlrSF,SecondFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,Fire0laces,GarageCars,GarageArea,0avedDrive,WoodDeckSF,O0en0orchSF,Enclosed0orch,ThreeSsn0orch,Screen0orch,0oolArea,0oolQC,MiscVal,MoSold,YrSold,SalePrice
28.893843187023673,58.457390641413426,7780.981377622816,0.9983169640217809,4.969575510875002,6.941699924416961,1941.1566454619074,1990.8779575033404,292.2730032046862,496.9391945759685,4.157397894704836,304.6323978106855,770.0562399477949,1.0013175469527495,1.000439849147295,775.9462355686894,-23.21051902682647,0.28573546530890503,804.3088227459452,0.9767232226779232,0.01301600430051962,0.9546402082577744,-0.0013154907558589916,1.9807225036251288,1.0011256420868446,3.9367360766285344,1.9984526428046483,1.069537060869407,264.46096520525816,1.000502057023784,8.033415440631906,0.20127953975428872,156.9231138766926,-2.1980823981492237,0.42936059435146867,-1.0201629840389086,0.0,-49.61571901434915,1.9540852216430127,2009.9435922620446,114035.42900230156
59.559949785566154,82.65743815590221,10219.530263772085,0.997478678926892,7.014486389978339,5.99227455842862,2006.0292060975953,2007.1973641094653,3.5645857733964066,-7.860885056409743,10.993562928743536,844.8793237326901,873.6221242979335,1.0029984216782035,0.9843988341684522,870.7007554457025,911.7002193666465,1.5165603923074809,1716.9792718942333,0.033794563036242814,0.011050447073181363,3.0010263933868964,-0.005687173125257767,2.9812547853211684,0.994352817813426,7.0520102636247,-0.017438655176176227,1.9712547231087143,596.4866488903681,1.0247881264820782,147.88557038659934,107.97269162996545,-2.0749279059885124,1.956950837066181,-0.9981977465408204,5.113154443755804,0.0,-4.652409272363757,8.201187509113039,2006.9512383229774,229391.20751412635
49.74106296451116,56.399697599273644,7753.15446349795,0.9994322498489476,4.97082682779666,5.985530563691424,1920.9952529992038,1948.4492634219248,-0.45823273182707797,16.783581267987447,5.229878795154125,743.3180051212221,728.4695452950115,1.0015582103679013,0.9878685289818009,841.4690981070347,514.5006685475889,3.4233615815785052,1332.8063650490753,0.007126173645654169,0.008916231142103112,1.001239834152195,1.0066084264246524,2.956757035931102,0.9942139684434897,7.106616300005156,0.992867509685592,0.9119975363891867,191.78327167112846,0.9895524236620493,201.5878999875383,-2.4663130833125697,103.13274352239002,2.7698841534411454,5.947193302192077,1.3376222192608875,0.0,-32.26946298167524,6.857642879918591,2008.9994168537933,159621.63676317397
60.71662288550157,2.3704432626035192,9385.78344786014,0.9985147234333928,6.03485026516458,8.092509952433431,1965.194211461775,1998.6166123501253,247.94795258889786,434.6319265000714,67.46470138510675,286.9996332165853,786.2834998228446,1.0025326155982133,0.9904336353283848,777.5765241907935,842.508139082285,-1.8309978441956642,1676.1010210502013,-0.023042395897780645,1.0072382136675464,0.9861510370680714,0.9955455455018021,4.066188013118204,1.006000710078658,7.031754966195376,-0.029523173823325217,1.961765762988243,481.97545280335737,1.010633171268299,-6.917366014077432,37.75819301911135,-0.8756115733323958,-0.6783847665282452,-6.432581329418232,-0.399615179787567,0.0,9.073793869580687,6.809524962978479,2007.9304911220308,170481.9476608814
15.22905481690109,85.58215891674485,7645.7281391588895,1.0005926935241427,3.9932839537770546,5.1211412996543135,1962.60908889624,1958.7224457099512,-10.529633999794289,951.0682538275984,-11.105820752563757,138.29983080346884,1048.3415747484646,1.001567958517722,1.0104003973504614,1155.9765292749507,42.73004445334874,0.43658239721262937,1130.9936907764536,1.0485771490907245,-0.0026217465490368584,0.9744475819337354,0.9779547704775456,3.004826587754693,1.0216277788781838,5.160395489199909,-0.007663373455435004,1.9954402229223307,540.4994354472391,0.992056506589405,178.27271961558526,2.9491185364034553,6.061850057671913,-2.0853577171294204,-0.4737090994656641,-1.2777904365634827,0.0,435.2237589090603,4.86296305639237,2006.8846824549923,133967.7053791942
52.988670692904954,50.072909139083215,6633.717585926438,1.0007310324863834,7.04250272628156,5.0965997418369975,1929.4930136814842,1948.1765917245139,-2.3368006254575424,5.71998037779414,-4.119769345418931,961.5469247002793,979.6579389660006,1.0023085257430315,0.9787773579998267,1041.8107459329747,734.0534795952713,5.771245854438242,1785.6602752371562,-0.011434276594141044,-0.01822610292551904,2.0279688982478916,0.017981781626590015,1.9437369049133502,1.9963028790712223,7.834104262745019,1.9791219172913743,1.9803773110358929,456.4081654012879,0.9786476374976373,85.99621558044606,1.9847075525219886,201.5013982912916,-0.9107600049462695,-4.305790703995624,2.5440388026097414,0.0,26.64690899490224,3.82448910001504,2007.9695548266125,131742.742422063
23.611973820149746,71.32870943208964,8707.351728842044,0.9989208638411887,6.946478478740453,4.97244140229106,2005.0436803486548,2001.6561881064408,107.95748329912291,762.3156541756086,-0.7063655752460087,750.2484622392433,1531.5260483011048,0.9985373463059997,0.9921005957721316,1534.6436931706578,19.311820943404715,-1.3850620697909442,1483.8599748373451,0.9855932647236407,-0.01407131268609387,2.022810738879622,0.04026828310952058,2.9936140663643975,0.991640152789545,6.935496344721312,-0.028457424869537097,2.0175303644815714,534.7498556353289,0.9955896390361846,190.14786880307108,64.8913131512424,0.8017593157681149,0.7289526131829124,4.1371521484851925,0.5550622736931567,0.0,23.766882067938607,12.025494298108821,2007.9716667755642,212924.4169547949
65.89855191410908,1.322571160088351,16116.692971396356,1.0010754891137013,8.000618712959572,5.090253244656326,2000.0022111906737,1999.2517606547274,734.5601903074676,776.0436340158732,11.223542376156908,520.0163108194913,1304.0164244150608,1.0055893124809547,1.0071108011519123,1315.3853729473462,1116.0768092770004,-6.9520768757032245,2482.0778094422903,1.0058346159660112,0.0006163611158691541,1.9630778373771636,0.9519784497137215,3.0113186643416223,1.0212298670610482,7.014378286196848,0.996103722424074,2.907041984176607,1058.4342459298384,0.9862408594538744,-0.18169946782254065,129.0372853737497,-0.7273112234272203,0.09126393989849212,-1.9847402597982144,-0.9380060982717855,0.0,-21.2435088996406,5.159095705233422,2008.9141025179856,345213.2032136329
21.835295933854333,0.5913540813408729,13735.528860161741,0.9989072968180445,6.012829147719994,6.013109538637416,1958.2700858048117,1986.4498972396214,72.6538704019871,620.7122329482135,213.0146328635181,281.97807012596104,1192.037278738239,0.9960620668616266,0.997065515243327,1427.4277666669714,-28.790402117610235,3.2445914937473823,1438.7670996461409,-0.00771009394767892,0.9814254650542074,0.9937851286507781,-0.0064693169853431085,3.021669657610753,0.9971949077088151,7.062474775696386,1.9935361848312152,2.066660337563153,560.0199283061393,1.0010742682505942,216.8357778658872,109.54312994493937,0.5958078125095463,0.07365971906727396,2.600152140138581,-0.31233044196872967,0.0,89.64166924309633,5.878453779943986,2007.065808161787,186031.7959020387
48.53079798545253,58.97700723777104,10318.660224147563,1.0011972520366719,4.961344708166674,5.952368004479579,1939.678059399704,1948.2462726223152,-9.304615710964963,213.23181758355184,386.66497502920606,-0.13286065735325137,605.0016924709898,0.9899143039945145,0.018262682993776275,619.3006742934663,468.13924470770627,2.7732524161790844,1133.075520746287,-0.024626855444139166,1.0017975218476776,1.0396106811985533,-0.002819113351411018,2.9737051154512186,0.991155158995995,5.021489170680501,0.049386717263598605,1.006225736349383,205.73446223278316,1.001425467446047,44.54673641904904,6.036949652077515,1.172516219156077,1.448505068955785,0.0027948229510085776,0.7587632265426414,0.0,20.54270799369822,3.1336462333048494,2008.0668735584454,93082.83092002777
120.50918756717537,48.66581755888893,6465.512913654792,0.9998695392172424,7.992605235263281,5.079438271017279,2005.7563146119476,2005.7573224482103,172.37163498764093,836.4233555789929,-4.697092216499698,480.2932022625429,1318.4334517624009,0.9948905664838783,1.0144496082292447,1317.0043971667706,-17.208156526746073,-2.1734285922939582,1344.1551820462241,0.9851265989433649,0.011041783417518368,1.99995700718706,0.009533087783831783,2.0339500695504973,0.9879743225943272,6.0615877638083555,1.048284205905235,1.9993468434069797,570.2098986709257,0.9947335873040868,196.38216414828216,38.18209258996657,-2.890686544330895,0.6200093133059338,1.9870691165624974,-3.501279477895657,0.0,-29.005124487887638,11.698969863750131,2008.900252852569,256978.57949314703
60.99162010610934,94.84324791955545,9080.258039664915,1.001490878442306,7.1545611764288415,5.01148562798397,1997.1774974040052,1996.7570671099197,-12.60051984414705,911.4039364416022,0.2597946268938691,271.5860288268938,1149.6418612583993,1.0086185749571894,0.9899792223725643,1135.3223423683387,905.1779052713249,0.01862325023400977,2057.0588591519477,0.9859543028199625,-0.014850987679302152,1.990767769310566,1.0054164718732121,3.021258512002741,0.9980422541027492,8.004121509663603,1.0222780245397145,2.04617171713839,468.44735615852153,1.0011104094129828,174.78255020098638,131.65707685574264,-0.5110106778731799,-0.07719670840363099,-1.7888104269745662,1.0426216367576644,0.0,-3.277960984647559,5.968241689549328,2007.0181931789787,268662.30323738453
18.673929025751953,90.85634516648346,12457.152909057055,1.0024045175401106,7.084477743413764,5.00287645286913,2006.1076156859112,2008.6326367284305,268.9945804007727,-38.873783417133936,-14.298351430629362,1403.2323260372389,1410.205159480828,0.9975992486329892,0.9727024975034819,1437.9707697190152,25.505436667927707,-0.7687854390225093,1413.3023673068465,0.046500264666558426,0.007808792671819313,2.006459348781621,0.019797612558138233,2.904048839262967,0.9828554604622693,6.131970509647959,-0.006886764634076771,2.0262425514722673,560.3122580399231,0.991246883512514,4.993212248574675,56.79694698343305,-3.671849600535703,0.13097301731254898,6.809070168624766,0.6162429943465599,0.0,8.66642731005269,6.9469003689888655,2007.9695002687824,231858.26275969855
51.89722643041325,46.98755863393824,13135.413965222295,0.9999878685806183,6.914055094865548,4.9355716797577225,2002.5596358037774,2001.7455341816199,0.0520194197549767,1318.1630704674235,-8.670767852859575,87.78428834391775,1393.389167765823,0.9970761631500864,0.986554137667751,1547.2985188607508,606.327372084321,-3.6467439397223926,2155.456214816826,1.0382859681798382,-0.005569868417030457,0.9447682007814072,0.9925697766474473,1.0645648592280506,0.9945992501584279,6.16557512317427,0.9853889689650503,2.002489301061481,682.9039251772746,1.0120603350707538,159.5068932499941,51.801276793477335,5.447630699555736,-1.230285385878701,202.10151090912603,0.03671098028665084,0.0,-39.460647991856895,7.968708747419645,2009.047820854699,242961.19633618457
123.58465912488587,35.80454082304779,4291.777307726933,0.9997524476846582,6.036825216924064,5.087480533713378,2004.232666284643,2002.7782758218893,167.45622451599922,657.9300986683905,9.43103887120068,177.90917409031601,857.5740871086754,1.0026424019463114,1.0107032135503538,849.8172234661539,-11.236052982000672,-1.2294480066008644,853.6766970796624,1.0218483340400508,-0.009375959108486024,0.9827338326688669,-0.022832820388865704,1.0016224256809105,1.004008132147307,2.868517603777588,0.04556405911223017,2.0322394112101207,443.16413720106084,0.9733658790913736,122.77483558456123,-4.3639935837442545,-3.0992132924328613,-0.2585535910246587,-0.3819297528379555,2.1823999769237257,0.0,2.231100889700177,10.943547244283097,2007.0062357448849,128288.3795030874
56.69998096283622,79.87312794616258,9610.931642667862,0.9990674055616195,6.024461668341907,8.038077097108923,1961.6835066989183,1992.2233516488727,345.0666937890692,540.8850007672701,112.03421079782244,188.92766446807184,841.78940380282,0.9943953728578033,1.010696691544713,1022.551944999046,844.5537043722564,-0.5069291167611658,1820.950980071516,0.029775934873957563,-0.0008574917334309654,1.9768508525905437,1.028926551867051,3.013080376308194,0.9976147746383979,6.966923154098551,1.00299364717906,1.9594830250408528,437.39532393693713,0.9708068171658766,234.23732926962967,39.158553861864895,-5.004500022947831,-1.6273750080427656,6.510247467251129,-0.3071750024729638,0.0,19.18708351595153,7.038014362338587,2006.9733743171562,188044.6586661041
157.9798822928841,-2.502101041272956,1995.6179636500042,1.0007136021242646,5.933052760837991,4.995257394023577,1998.8612794131268,1999.6165608293777,215.3365968632948,392.5237683684952,-11.409927910364075,377.6558838569753,766.1140961657694,0.9970272964929504,1.0069506771760888,756.9619407410594,789.199766497013,-3.98187486664294,1583.8259910435745,0.0001573400646300637,-0.02269924589102546,2.006320005931532,1.0298790067398458,2.9698430667417997,0.9929390762244615,5.163246867570206,-0.027128305272980317,2.0341057940983007,460.9152181096402,0.9816454263738047,-4.504608758942083,33.58396350246223,0.44832822113731313,4.415621774551037,8.427190778020714,1.974417275503093,0.0,-0.035460319889358084,6.104268200923658,2010.0801120979315,178148.8568625623
58.07526937900057,171.4699214945031,14765.990655146412,0.997321998954497,7.984712221423932,5.019424914313865,1991.3305948387665,1994.533646878411,501.56712449264967,715.819211073525,-1.81094730169389,813.8869189378835,1448.4358702291322,0.9988368283871897,0.9858283396987799,1462.571631806296,1307.7629609004882,0.992314515274447,2716.640963450621,1.0261961100799586,0.007383438115351496,1.9991730461544912,1.0229152018789536,3.9142063573027066,1.0061928546022443,8.98665275738742,1.0548359527408409,2.954755326192871,807.3386419711054,1.0138087159894296,7.62896417147974,148.09751948718187,202.9461353524604,0.8368410704718324,4.664986989290295,1.3069219714883544,0.0,-50.23704946746504,6.982303033326495,2009.031730012728,404613.4084216365
17.71596892604574,105.77861726991688,16675.09444649281,0.9991615038475019,10.066894709341508,4.962277189570066,2008.1699866493345,2008.1586930261656,202.32776019037652,1805.2588048590333,529.5463652931147,769.4403332316958,3109.6051220294617,0.9986739565753844,1.0076803399841463,2366.553900003234,-18.403156211033934,-0.28862884683457973,2423.9381452407715,1.0097046986814564,0.006402947666140814,2.019630265644034,0.010357030569739842,1.9917139062849507,0.9940947460356476,10.071432619180646,1.9682949241349927,3.0068173409278156,679.5931978538956,1.0331849704191822,5.795867660306089,71.098395769956,-4.136698315711822,-1.538255897932607,170.8192414427717,-1.618605900295373,0.0,21.52905938695074,3.686431164887308,2009.0077503570537,559641.9221475788
79.27973993534943,74.61025630531803,10095.180485571547,0.9999553105668116,4.960437114945419,5.049791382733975,2005.984790868652,2007.2463486534118,-0.04072455246176688,20.10492061426914,-6.309593534314549,381.56647519235713,420.67457579474865,0.9988235210285775,1.014170360433846,787.1944934575431,626.8727906094241,-3.2174286573604562,1408.6501793180023,0.03515971105181181,-0.002145256889609571,1.9751055971392264,1.0253282340110959,2.9155442448604694,1.0013934069633086,7.159462385220219,-0.027498526368058974,2.058214015033105,391.1500137268022,1.001818455121472,95.8505798757001,-3.8076090261264413,0.17428849970605254,-2.750228206827776,7.298906222757808,1.1048145522226853,0.0,31.879757818531832,4.862700126888473,2007.9547564327268,163544.45495447854
19.242906145892107,64.05102649765084,8837.388666512421,0.9998078538164362,7.097595173686616,4.954944463558836,2006.1179168081105,2003.487164005857,113.3950071885176,-27.795328810295665,-2.063196339724884,1416.0295886800425,1400.2781471809258,0.9878031795878277,1.0206051898756858,1426.312256224568,18.927979561609142,5.65525414476301,1412.1818972772755,-0.019608399358087978,-0.004585102484214938,1.9854439252262601,-0.024074460210289878,3.004116891050201,1.0094005759484275,7.000705807917593,0.02736257724229121,1.9984356590912042,637.3777445724485,1.01412604449405,185.55547678475364,64.11878685371632,-3.227683282658735,-0.7718515980538274,-3.2676191027477604,-0.9852011039413934,0.0,-20.196862944055784,10.89719345327102,2007.0411823765496,181067.87259756293
192.59940562292283,59.05019793775731,6468.951262971418,0.9990708129595057,5.997259091383138,5.9200480320980855,1909.5279127271158,1997.4904115973382,-2.80530662561712,1032.282810955723,-8.521970317435775,153.2245500144747,1216.4869605694262,0.0006032140791239734,0.011106685126308219,1276.623001825125,1019.1278393404948,-0.5459212912008967,2294.9600884543725,0.01038246019344588,1.0108432019926412,2.025714599863343,-0.04000455177764459,3.9358629275559203,2.0110223901617217,8.959860095606022,0.9889985213234136,2.051996374476493,487.44293956612495,1.0184261554675988,11.446830273668487,1.3350823730085115,-5.732147249387927,-0.8555711596134605,94.99929017710049,2.1849418171500554,0.0,34.88860570904437,11.146141055820836,2007.0782602443016,131375.10988290352
61.10414255118197,104.0773079908553,12405.090434535708,0.9976352170590812,7.067878988491299,4.9883675056668535,1990.8369409527188,1989.7732215619228,6.835794864434656,39.347682947983884,644.6224132527584,417.43955318330785,1092.378538576957,1.0084829805341364,0.9893719458557816,873.8213670941323,1204.4570078013605,1.146754771658663,2134.725590536806,0.9655112385680673,-0.01149106244049153,1.9946967724803473,0.9869727135610932,3.9414902167579418,1.0046705324322818,8.035343094145706,0.9716916868995039,3.006199443598825,823.7449712110099,1.00646219060991,60.05150928262457,190.7099019763375,222.62323349697806,3.5426518030493908,-3.0091648996929985,2.2640622231655336,0.0,9.038957153012438,11.020688568930673,2006.9049181670066,230012.12983166767
58.791128692946835,77.25244783398605,12164.553159797091,0.9987972343281326,8.98856613166625,5.0740901449665445,2005.8346549367272,2008.9828175365005,257.27886557175344,-32.571128257978614,16.917053245495214,1136.665782987088,1131.1888511626366,1.0097499688014409,0.9997440589470894,1155.6583074331265,1390.9244643378015,0.1856715961685198,2521.24004158209,-0.014417869880982032,0.008799347945067666,1.9951305178554177,0.9927972727879251,4.0022346381600675,0.999898468967612,11.153210592432348,0.9748723344446095,3.0922264440772347,670.3998769354889,0.9936495782663209,151.32451243826065,39.66134267678842,5.496236454189328,-0.1267589697586162,8.4484021132426,-0.8410723500364448,0.0,-22.68647327342936,6.166997204897135,2007.909719916228,323959.9989563414
57.890788279424584,87.66444459038841,10245.428982372141,1.001298444743544,6.858809609119268,4.988097266576188,2003.5510099741562,2005.0286469777586,3.1705752091546135,-28.299466189290527,2.515560273466875,989.9022051997778,1045.085941307616,0.9901855242193491,1.0040886153815596,1052.991245942451,913.905289871816,-4.7866858408978405,1933.608062939712,-0.010897757880284343,0.0002863916960087944,2.010023607322686,1.005984062620397,3.0011083824195968,1.0031405007840022,9.071747942787555,0.9226828825395837,2.9356655189996737,934.2623733099012,0.9687215664874829,159.45874043520124,208.39381537678,-3.8338024801509234,-0.792958787556162,-0.8226144638556468,2.7091321234463916,0.0,-27.1376763515792,7.11180996538895,2007.9817447212986,258453.1939747174
55.73806383444253,106.86772376953463,15483.117327105632,0.9976921625945079,9.010522048057151,4.997068316167545,1998.5152933297504,1999.121385964178,184.7264988731188,26.598425465141542,10.965204885699297,1421.666104511996,1356.6889607928438,0.9947725334470674,1.0010204451506701,1426.5613568614904,1164.2184789725216,1.712915117402925,2607.2295098264944,0.015052842232268429,-0.021797420686860594,2.0341945508467414,1.0330044079442644,4.051623703221093,1.0129343939364486,9.96657280044475,0.9515137733987541,2.99071027361071,792.1610468587469,1.011397039775718,668.3994213869784,30.946505533490893,-1.7069560602836342,-0.7928317495175541,-0.6461900947836986,-0.6463767054968683,0.0,-11.535475300979183,5.13285535929887,2009.9790445800825,332768.06910933624
48.84210280189479,50.81931198078495,7206.794471408313,1.0010040703465466,5.964786021219206,6.058431381302318,1933.9219276731387,1950.5881612604742,-8.199700406399046,13.840717758812135,0.21650415292239142,812.8286742341281,757.520698090628,0.9941752206961602,0.9840221787706319,809.6300062761427,-20.217708985972155,362.41251878192634,1209.3191005967801,-0.017070445209482497,0.008939673683455399,0.9696580024510086,-0.027179093608896383,3.0128934231366737,1.0043267476490003,6.118061318407561,0.9447817547331542,1.9839992904757455,521.6416130576434,1.0030767988301152,105.82232948968972,1.7140904150809548,3.142902510198276,2.2036521183754516,2.81840784862777,-2.624128370985591,0.0,380.61202667427375,9.019934439918032,2005.9888277660602,117787.280423275
19.972292635951703,62.42061718381276,71767.4985454269,0.9982605315028614,7.066222035253459,5.027886981064218,1975.6360897672585,1975.6685433065356,8.557349795617808,621.8500360551546,-2.4587232283531435,873.9228245326134,1538.1930875563746,0.9909251807292991,0.9987090096494136,1580.0562298245281,-17.512491182049267,1.030719897516232,1533.1287487212585,1.008587164596442,-0.012362591506102775,1.9999481496185274,0.015695995814053693,1.9988850336331316,0.9946382469405338,5.063213045769864,1.9953098007878656,1.9711595189479063,567.4280876582085,0.9939198567202838,194.44464209870424,58.76734742217408,4.2297529191494245,1.4216586461918719,-0.5443631273947575,0.9343672834732851,0.0,-2.7174369207665108,11.989069645195084,2005.8719259103466,281045.4322420037
17.91493694528541,80.62331945185431,10022.589612249858,1.0008868612182662,6.980401616664103,4.860982238063529,1989.177023912105,1988.481468986745,104.80194309608478,940.7030474157282,-1.844432504172444,931.1955556657807,1869.392353935621,1.0009187214885538,1.0125618574704423,1911.5138980346173,-6.266423657920578,-0.10091805273235438,1857.399611182038,-0.002038229247319004,1.0112221298589,1.9901437666851232,-0.00419232994328843,2.94045932548165,0.9863166992044564,6.0444531960096715,1.056346471638061,1.9987545896585424,601.8537843171332,1.0021030243057722,194.010894394457,44.06450942119276,-2.070473104489011,0.6087381695463038,0.9152105852568179,0.04458064530350045,0.0,-32.59044904153491,6.301972836775952,2006.0356027648795,238062.35870625623
22.320096778840224,49.04205370013792,6462.373010161553,1.0015265012946255,5.032008819888932,4.949889173746104,1949.8813894368725,1949.7753707867607,-11.65761625739235,111.14272352614336,165.5530192353428,510.8545960505257,785.1015487420457,0.9996396455445008,0.9847662863769198,784.5785720319109,54.733904676641565,0.015025666095207845,760.0220500336223,0.03873447017979236,-0.00024215216724477693,0.9694734185011635,-0.02689404463924046,1.984930363272689,0.9964504072167257,4.9867707464343525,-0.02341075445233164,0.9890050475048243,260.3193145694671,0.9984211329948979,-1.6873399944077763,-3.294017869390731,3.180843727688204,-2.5208932376319004,0.27643001119039046,-2.7888614051466325,0.0,-19.052366264263267,4.0365139743148655,2008.0892611162308,115772.66759214082
56.035987817078976,131.8340218963653,40196.93844029039,0.9987690747233464,9.991014242215293,4.881964360165897,2007.7148063745603,2008.6642936533594,760.4624592549305,2274.7143956182917,-5.253707708516215,876.5269527297672,3131.8324301051407,1.0047017350869607,1.0004065068295132,3133.9000885571904,1507.3665210833108,2.1589117321103584,4652.288462775444,0.9994554465004546,-0.0019049307454782325,2.98324376423541,0.9838907591176665,2.9450792147929596,1.0200810990693716,10.934999048345738,0.996014017402659,3.0317113022805873,882.6720647276383,1.022875677102868,209.7503297693258,404.27576670690763,4.474337139777376,-1.3005025118712819,-1.620754772478987,-0.20478940252563932,0.0,-0.3955781935251476,9.940910594950502,2007.023718014067,187389.06832183085
75.30296608346158,87.5673060580426,8734.873534902968,1.0011765301544733,4.987706022200548,5.003166462894212,1900.3603975124838,1965.4162839868602,14.50755258201633,13.379853955208343,4.9411386907958965,862.2000067147754,861.3956304305402,0.9972959605086709,0.006650315177089862,1077.0306031087887,1066.2618432130448,4.533542881311499,2206.9072815417994,-0.008833277279368548,0.012996634152274388,1.989893863092465,0.0038223284019160172,1.9876470592486604,2.9939546193254927,11.003579787644739,0.0373813818980705,2.001885599652109,354.86837703078646,0.013593379605129869,41.81658505275257,153.2676980839445,1.7277317885484456,-2.7239229391955697,-1.8000141994928593,-2.3506286882553997,0.0,-29.06913825501379,11.055413883964052,2009.0743063045932,104989.78962537147
16.507643973822145,89.25673950252663,11392.750194349892,1.0007591996849032,5.966566806224428,5.993005211125492,1956.8451140729524,1956.828924239706,-9.237166647484667,786.297776792704,6.234364756509347,498.02081665573206,1243.0079317631405,0.9914494697453663,0.9820694766337221,1236.866369276048,-11.075754689602647,1.2213706872703953,1245.9251070859464,0.040687812925042616,0.007969817253061236,0.9862140176573717,1.05238298941912,2.974075702765766,0.9938274451010015,6.048389951423937,1.987719039440625,1.0105955336347447,347.52847967646596,0.9962474616251709,10.791731792302253,39.70635683695348,-1.4167653048280782,-0.8849139917236675,2.704366925889103,-0.6023570856783254,0.0,41.2051520096042,4.92974296346315,2006.9897393866254,149147.58716708666
61.005153114745426,67.26906634354583,9588.669509052797,0.9989215988141666,6.942560108994976,4.973081615613821,2002.8947684806067,2003.6663730252437,13.433930708208713,51.16560919954244,0.36027157668503285,850.30432614567,855.1111091972836,1.0098584575496827,0.9820466154696019,862.6155037484368,893.5467458398384,1.278286662880649,1742.406637350882,0.008187662552257157,-0.0040625365292825556,2.032766818879193,1.0136621360418354,2.9769882325542643,0.9987112872862818,7.065101097538569,-0.010842392462449035,2.0397918956329404,571.790511287854,1.0218210475740557,184.3717619230265,58.07749606362537,-3.8629050791730375,-2.425237189888678,2.661062408023319,-2.1802352993484764,0.0,36.83942627368658,3.873484203233023,2009.1153689131395,191927.46509611892
21.568439693069408,95.8404051573384,14029.553460565048,0.9988834112439864,7.00949396333233,5.935274495971729,1970.961553881127,1973.4292896665029,1115.0827158185948,1860.2917939326032,-2.714681259473267,330.7711608507037,2234.9338263795676,1.0053094768415198,0.9961752589436845,2219.8050250135625,-2.9801655231999415,-0.16719512564885322,2210.296421422106,0.974880005285879,-0.00027632326731351435,1.9926325096568345,0.005459567229937518,2.9732035860093116,1.0109556996193676,7.968479002848918,2.0263733814284115,1.9657977356929743,499.6937728635177,1.0012576514625653,304.44529400742385,-1.0192690015805865,1.7191089405430937,0.04251901947129885,5.602806498561772,-1.5885553838433155,0.0,10.808132033585856,2.000624655534572,2007.0814974072046,246472.09075716007
117.35689795351047,42.31549229053138,4692.822993395179,1.000754896581008,7.906088614567475,5.003687315804167,1987.390722912378,1988.7409103649827,-3.6958942392474587,824.1139036115441,-15.36264019700244,443.3673183385275,1234.8676567394205,1.0004395552110195,0.9920097704400438,1223.9633742305775,45.35640381681985,-0.3625684843492408,1214.3560745293203,0.9650059016598199,-0.012194596667370867,1.993888782286856,-0.012319279634189773,2.0384989518747285,1.0002952550071607,5.058152562643416,1.0398886174303514,2.0311647158713417,485.8914188955389,1.0124410051324213,171.48277082769835,121.18413659815032,-1.5003018400696353,-0.04106451515543143,-0.8932593487312455,1.3885419466296254,0.0,0.21457670881034827,10.22217036036491,2008.0255555326626,194902.81163095788
59.77780112246588,64.76849625923691,13165.50905600968,1.0000718362335936,9.9758037028758,5.009130109162623,2003.216698721744,2007.7431694361546,1024.6671930812158,8.37458997409187,-12.928019898613371,1389.0944967777145,1383.908605909828,0.993679986628581,1.018162253706943,1455.4843887039299,1528.2243422745553,1.3128362280505859,2961.3766670409727,-0.020213761433330965,-0.021047621639619207,2.959175579367836,1.0302919777392607,2.970695481881106,0.9873887367876365,9.9312211425471,1.023163262059654,3.012640023334742,634.8298195339706,1.0020625033966126,194.18801766299336,-0.6670878822525316,38.535401503977056,-1.1639545409035288,-4.39936504628679,-2.452542410405631,0.0,0.20702515418014333,10.070394198388037,2005.969010310506,448031.9824186898
20.40764175347453,66.21771855600315,6504.720725999006,1.0026036552641546,6.856785845962949,5.043898490895449,2006.9871650622126,2006.1581274883938,126.55911091332457,688.0688372942222,4.516571125659295,564.5022640413441,1213.6470220021133,1.0067030303727218,1.0085204468366147,1225.3427804577636,-23.090125990948906,2.1994989897928243,1213.9913177630074,1.0094219010533367,-0.01708102863589037,1.9650564946882798,0.018843915027405116,2.0051171101936243,1.0216107518294455,6.010019693150285,0.011904727443215378,1.967681444462215,632.2823469496465,0.9881220637515575,109.5541620166012,52.521468066912725,-0.31844894495904313,0.2616969395966512,-1.8597202221076037,-0.41087695524784523,0.0,-5.719494347601234,8.93988530394026,2006.837995487984,199470.34137159958
118.25470172748587,63.73860034447383,7760.489360314443,0.9971916386060486,6.1126680055440765,4.971852775373897,2008.2241288531006,2005.9541714462248,257.05954757022755,5.82571844945525,-4.99415135271364,1329.7266597354924,1380.058843112201,0.9988766935977114,1.0100108521282878,1374.4202867743452,3.759693904082739,-2.353767919097669,1336.2755119645537,-0.008358238788071274,0.015782523837362214,2.00158117190894,-0.02009821127424291,1.974330311719723,1.0206105297614216,5.959184548035324,1.0120197164694662,2.0464023721982714,448.8336151867475,0.9921699319840004,188.24857182071074,21.46435739214045,1.4000041283990683,-0.23290649977604752,-3.1923196023001856,3.8207831743467136,0.0,19.059525763028617,6.028702598623457,2006.860840626458,190821.46545657012
